t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0001666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000899,0.0000001710,0.0000002353
0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000001,0.0000003595,0.0000006839,0.0000009413
0.0005000000,0.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000002,0.0000000003,0.0000008090,0.0000015387,0.0000021176
0.0006666667,0.0000000000,0.0000000000,0.0000000000,0.0000000003,0.0000000006,0.0000000008,0.0000014381,0.0000027352,0.0000037640
0.0008333333,0.0000000000,0.0000000000,0.0000000000,0.0000000006,0.0000000011,0.0000000016,0.0000022470,0.0000042733,0.0000058801
0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000010,0.0000000020,0.0000000027,0.0000032355,0.0000061528,0.0000084652
0.0011666667,0.0000000000,0.0000000000,0.0000000000,0.0000000017,0.0000000032,0.0000000044,0.0000044036,0.0000083733,0.0000115186
0.0013333333,0.0000000000,0.0000000000,0.0000000001,0.0000000025,0.0000000048,0.0000000066,0.0000057512,0.0000109347,0.0000150395
0.0015000000,0.0000000000,0.0000000000,0.0000000001,0.0000000036,0.0000000068,0.0000000094,0.0000072783,0.0000138366,0.0000190270
0.0016666667,0.0000000000,0.0000000001,0.0000000001,0.0000000049,0.0000000094,0.0000000129,0.0000089848,0.0000170785,0.0000234800
0.0018333333,0.0000000000,0.0000000001,0.0000000002,0.0000000066,0.0000000125,0.0000000172,0.0000108706,0.0000206600,0.0000283971
0.0020000000,0.0000000000,0.0000000002,0.0000000003,0.0000000086,0.0000000163,0.0000000224,0.0000129355,0.0000245807,0.0000337771
0.0021666667,0.0000000001,0.0000000002,0.0000000004,0.0000000109,0.0000000207,0.0000000285,0.0000151795,0.0000288399,0.0000396186
0.0023333333,0.0000000001,0.0000000003,0.0000000005,0.0000000136,0.0000000259,0.0000000356,0.0000176025,0.0000334371,0.0000459198
0.0025000000,0.0000000001,0.0000000004,0.0000000007,0.0000000168,0.0000000319,0.0000000438,0.0000202042,0.0000383718,0.0000526791
