t,Ekin,Epot,Etot
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0001666667,0.0000000000,0.0000000000,0.0000000000
0.0003333333,0.0000000002,0.0000000000,0.0000000002
0.0005000000,0.0000000006,0.0000000003,0.0000000008
0.0006666667,0.0000000012,0.0000000010,0.0000000022
0.0008333333,0.0000000023,0.0000000022,0.0000000044
0.0010000000,0.0000000038,0.0000000037,0.0000000075
0.0011666667,0.0000000060,0.0000000056,0.0000000116
0.0013333333,0.0000000089,0.0000000083,0.0000000171
0.0015000000,0.0000000126,0.0000000119,0.0000000245
0.0016666667,0.0000000172,0.0000000167,0.0000000339
0.0018333333,0.0000000228,0.0000000225,0.0000000453
0.0020000000,0.0000000295,0.0000000291,0.0000000586
0.0021666667,0.0000000374,0.0000000367,0.0000000741
0.0023333333,0.0000000466,0.0000000456,0.0000000922
0.0025000000,0.0000000573,0.0000000562,0.0000001135
0.0026666667,0.0000000694,0.0000000686,0.0000001380
0.0028333333,0.0000000831,0.0000000826,0.0000001657
0.0030000000,0.0000000985,0.0000000979,0.0000001963
0.0031666667,0.0000001157,0.0000001147,0.0000002303
0.0033333333,0.0000001347,0.0000001334,0.0000002681
0.0035000000,0.0000001558,0.0000001545,0.0000003102
0.0036666667,0.0000001789,0.0000001779,0.0000003568
0.0038333333,0.0000002041,0.0000002034,0.0000004076
0.0040000000,0.0000002316,0.0000002308,0.0000004624
0.0041666667,0.0000002615,0.0000002602,0.0000005217
0.0043333333,0.0000002937,0.0000002921,0.0000005858
0.0045000000,0.0000003285,0.0000003269,0.0000006554
0.0046666667,0.0000003659,0.0000003647,0.0000007306
0.0048333333,0.0000004059,0.0000004050,0.0000008110
0.0050000000,0.0000004488,0.0000004477,0.0000008965
0.0051666667,0.0000004944,0.0000004929,0.0000009873
0.0053333333,0.0000005430,0.0000005411,0.0000010841
0.0055000000,0.0000005947,0.0000005928,0.0000011874
0.0056666667,0.0000006494,0.0000006479,0.0000012973
0.0058333333,0.0000007072,0.0000007061,0.0000014133
0.0060000000,0.0000007683,0.0000007671,0.0000015354
0.0061666667,0.0000008328,0.0000008310,0.0000016637
0.0063333333,0.0000009006,0.0000008984,0.0000017990
0.0065000000,0.0000009719,0.0000009697,0.0000019416
0.0066666667,0.0000010467,0.0000010450,0.0000020917
0.0068333333,0.0000011251,0.0000011238,0.0000022489
0.0070000000,0.0000012072,0.0000012058,0.0000024130
0.0071666667,0.0000012930,0.0000012910,0.0000025841
0.0073333333,0.0000013826,0.0000013802,0.0000027629
0.0075000000,0.0000014761,0.0000014738,0.0000029500
0.0076666667,0.0000015736,0.0000015717,0.0000031453
0.0078333333,0.0000016749,0.0000016735,0.0000033484
0.0080000000,0.0000017804,0.0000017788,0.0000035591
0.0081666667,0.0000018899,0.0000018877,0.0000037776
0.0083333333,0.0000020035,0.0000020009,0.0000040045
0.0085000000,0.0000021214,0.0000021189,0.0000042403
0.0086666667,0.0000022435,0.0000022416,0.0000044851
0.0088333333,0.0000023699,0.0000023684,0.0000047383
0.0090000000,0.0000025007,0.0000024990,0.0000049997
0.0091666667,0.0000026358,0.0000026335,0.0000052693
0.0093333333,0.0000027754,0.0000027726,0.0000055480
0.0095000000,0.0000029194,0.0000029168,0.0000058362
0.0096666667,0.0000030679,0.0000030659,0.0000061338
0.0098333333,0.0000032210,0.0000032194,0.0000064404
0.0100000000,0.0000033787,0.0000033769,0.0000067556
0.0101666667,0.0000035409,0.0000035386,0.0000070795
0.0103333333,0.0000037079,0.0000037050,0.0000074129
0.0105000000,0.0000038794,0.0000038767,0.0000077562
0.0106666667,0.0000040557,0.0000040536,0.0000081093
0.0108333333,0.0000042367,0.0000042351,0.0000084718
0.0110000000,0.0000044224,0.0000044207,0.0000088431
0.0111666667,0.0000046129,0.0000046105,0.0000092235
0.0113333333,0.0000048082,0.0000048053,0.0000096135
0.0115000000,0.0000050083,0.0000050055,0.0000100138
0.0116666667,0.0000052132,0.0000052111,0.0000104242
0.0118333333,0.0000054229,0.0000054213,0.0000108441
0.0120000000,0.0000056374,0.0000056356,0.0000112730
0.0121666667,0.0000058568,0.0000058544,0.0000117111
0.0123333333,0.0000060810,0.0000060781,0.0000121591
0.0125000000,0.0000063101,0.0000063073,0.0000126174
0.0126666667,0.0000065440,0.0000065419,0.0000130859
0.0128333333,0.0000067827,0.0000067811,0.0000135639
0.0130000000,0.0000070263,0.0000070246,0.0000140509
0.0131666667,0.0000072747,0.0000072724,0.0000145471
0.0133333333,0.0000075280,0.0000075252,0.0000150532
0.0135000000,0.0000077861,0.0000077834,0.0000155695
0.0136666667,0.0000080490,0.0000080470,0.0000160960
0.0138333333,0.0000083167,0.0000083152,0.0000166319
0.0140000000,0.0000085892,0.0000085875,0.0000171767
0.0141666667,0.0000088664,0.0000088641,0.0000177305
0.0143333333,0.0000091484,0.0000091456,0.0000182940
0.0145000000,0.0000094351,0.0000094325,0.0000188675
0.0146666667,0.0000097265,0.0000097246,0.0000194510
0.0148333333,0.0000100225,0.0000100212,0.0000200437
0.0150000000,0.0000103232,0.0000103217,0.0000206449
0.0151666667,0.0000106285,0.0000106264,0.0000212549
0.0153333333,0.0000109384,0.0000109358,0.0000218742
0.0155000000,0.0000112528,0.0000112504,0.0000225032
0.0156666667,0.0000115718,0.0000115700,0.0000231418
0.0158333333,0.0000118952,0.0000118940,0.0000237892
0.0160000000,0.0000122230,0.0000122217,0.0000244447
0.0161666667,0.0000125552,0.0000125532,0.0000251085
0.0163333333,0.0000128918,0.0000128893,0.0000257811
0.0165000000,0.0000132327,0.0000132304,0.0000264631
0.0166666667,0.0000135778,0.0000135762,0.0000271540
0.0168333333,0.0000139271,0.0000139261,0.0000278532
0.0170000000,0.0000142805,0.0000142794,0.0000285599
0.0171666667,0.0000146381,0.0000146363,0.0000292744
0.0173333333,0.0000149997,0.0000149974,0.0000299970
0.0175000000,0.0000153652,0.0000153632,0.0000307284
0.0176666667,0.0000157347,0.0000157334,0.0000314681
0.0178333333,0.0000161081,0.0000161073,0.0000322154
0.0180000000,0.0000164852,0.0000164843,0.0000329695
0.0181666667,0.0000168661,0.0000168645,0.0000337306
