r
0.45003
0.449892
0.449753
0.449614
0.449474
0.449334
0.449194
0.449053
0.448911
0.44877
0.448628
0.448485
0.448342
0.448199
0.448056
0.447911
0.447767
0.447622
0.447477
0.447331
0.447185
0.447039
0.446892
0.446745
0.446597
0.446449
0.446301
0.446152
0.446003
0.445854
0.445704
0.445553
0.445403
0.445251
0.4451
0.444948
0.444796
0.444643
0.44449
0.444337
0.444183
0.444029
0.443874
0.443719
0.443563
0.443408
0.443251
0.443095
0.442938
0.442781
0.442623
0.442465
0.442306
0.442147
0.441988
0.441828
0.441668
0.441508
0.441347
0.441186
0.441024
0.440862
0.4407
0.440537
0.440374
0.440211
0.440047
0.439882
0.439718
0.439553
0.439387
0.439222
0.439055
0.438889
0.438722
0.438555
0.438387
0.438219
0.43805
0.437882
0.437712
0.437543
0.437373
0.437202
0.437032
0.436861
0.436689
0.436517
0.436345
0.436172
0.435999
0.435826
0.435652
0.435478
0.435304
0.435129
0.434954
0.434778
0.434602
0.434426
0.434249
0.434072
0.433895
0.433717
0.433539
0.43336
0.433181
0.433002
0.432822
0.432642
0.432462
0.432281
0.4321
0.431918
0.431736
0.431554
0.431371
0.431188
0.431005
0.430821
0.430637
0.430453
0.430268
0.430083
0.429897
0.429712
0.429525
0.429339
0.429152
0.428964
0.428777
0.428589
0.4284
0.428211
0.428022
0.427833
0.427643
0.427453
0.427262
0.427071
0.42688
0.426688
0.426496
0.426304
0.426111
0.425918
0.425725
0.425531
0.425337
0.425143
0.424948
0.424753
0.424557
0.424361
0.424165
0.423969
0.423772
0.423574
0.423377
0.423179
0.422981
0.422782
0.422583
0.422384
0.422184
0.421984
0.421784
0.421583
0.421382
0.42118
0.420979
0.420777
0.420574
0.420371
0.420168
0.419965
0.419761
0.419557
0.419353
0.419148
0.418943
0.418737
0.418531
0.418325
0.418119
0.417912
0.417705
0.417497
0.41729
0.417082
0.416873
0.416664
0.416455
0.416246
0.416036
0.415826
0.415615
0.415405
0.415194
0.414982
0.41477
0.414558
0.414346
0.414133
0.41392
0.413707
0.413493
0.413279
0.413065
0.41285
0.412635
0.41242
0.412204
0.411989
0.411772
0.411556
0.411339
0.411122
0.410904
0.410687
0.410468
0.41025
0.410031
0.409812
0.409593
0.409373
0.409153
0.408933
0.408712
0.408492
0.40827
0.408049
0.407827
0.407605
0.407383
0.40716
0.406937
0.406714
0.40649
0.406266
0.406042
0.405817
0.405593
0.405367
0.405142
0.404916
0.40469
0.404464
0.404238
0.404011
0.403784
0.403556
0.403328
0.4031
0.402872
0.402644
0.402415
0.402186
0.401956
0.401726
0.401496
0.401266
0.401036
0.400805
0.400574
0.400342
0.400111
0.399879
0.399646
0.399414
0.399181
0.398948
0.398715
0.398481
0.398247
0.398013
0.397779
0.397544
0.397309
0.397074
0.396838
0.396603
0.396367
0.39613
0.395894
0.395657
0.39542
0.395183
0.394945
0.394707
0.394469
0.394231
0.393992
0.393754
0.393515
0.393275
0.393036
0.392796
0.392556
0.392315
0.392075
0.391834
0.391593
0.391352
0.39111
0.390868
0.390626
0.390384
0.390142
0.389899
0.389656
0.389413
0.389169
0.388926
0.388682
0.388438
0.388193
0.387949
0.387704
0.387459
0.387214
0.386968
0.386722
0.386476
0.38623
0.385984
0.385737
0.385491
0.385244
0.384996
0.384749
0.384501
0.384253
0.384005
0.383757
0.383509
0.38326
0.383011
0.382762
0.382513
0.382263
0.382013
0.381764
0.381513
0.381263
0.381013
0.380762
0.380511
0.38026
0.380009
0.379757
0.379506
0.379254
0.379002
0.37875
0.378498
0.378245
0.377992
0.377739
0.377486
0.377233
0.37698
0.376726
0.376472
0.376219
0.375964
0.37571
0.375456
0.375201
0.374946
0.374692
0.374437
0.374181
0.373926
0.37367
0.373415
0.373159
0.372903
0.372647
0.372391
0.372134
0.371878
0.371621
0.371364
0.371107
0.37085
0.370593
0.370335
0.370078
0.36982
0.369562
0.369304
0.369046
0.368788
0.36853
0.368272
0.368013
0.367754
0.367496
0.367237
0.366978
0.366719
0.366459
0.3662
0.365941
0.365681
0.365422
0.365162
0.364902
0.364642
0.364382
0.364122
0.363862
0.363601
0.363341
0.36308
0.36282
0.362559
0.362298
0.362038
0.361777
0.361516
0.361255
0.360994
0.360732
0.360471
0.36021
0.359948
0.359687
0.359426
0.359164
0.358902
0.358641
0.358379
0.358117
0.357855
0.357593
0.357331
0.357069
0.356807
0.356545
0.356283
0.356021
0.355759
0.355497
0.355235
0.354972
0.35471
0.354448
0.354185
0.353923
0.353661
0.353398
0.353136
0.352873
0.352611
0.352349
0.352086
0.351824
0.351561
0.351299
0.351036
0.350774
0.350512
0.350249
0.349987
0.349725
0.349462
0.3492
0.348938
0.348675
0.348413
0.348151
0.347889
0.347626
0.347364
0.347102
0.34684
0.346578
0.346316
0.346054
0.345792
0.345531
0.345269
0.345007
0.344746
0.344484
0.344223
0.343961
0.3437
0.343438
0.343177
0.342916
0.342655
0.342394
0.342133
0.341872
0.341612
0.341351
0.34109
0.34083
0.34057
0.34031
0.340049
0.339789
0.339529
0.33927
0.33901
0.33875
0.338491
0.338232
0.337973
0.337714
0.337455
0.337196
0.336937
0.336679
0.33642
0.336162
0.335904
0.335646
0.335388
0.335131
0.334873
0.334616
0.334359
0.334102
0.333845
0.333589
0.333332
0.333076
0.33282
0.332564
0.332308
0.332053
0.331798
0.331543
0.331288
0.331033
0.330778
0.330524
0.33027
0.330016
0.329763
0.329509
0.329256
0.329003
0.32875
0.328498
0.328246
0.327994
0.327742
0.32749
0.327239
0.326988
0.326737
0.326487
0.326237
0.325987
0.325737
0.325487
0.325238
0.324989
0.324741
0.324493
0.324245
0.323997
0.323749
0.323502
0.323255
0.323009
0.322763
0.322517
0.322271
0.322026
0.321781
0.321536
0.321292
0.321048
0.320804
0.320561
0.320318
0.320075
0.319833
0.319591
0.31935
0.319108
0.318868
0.318627
0.318387
0.318147
0.317908
0.317669
0.31743
0.317192
0.316954
0.316717
0.31648
0.316243
0.316007
0.315771
0.315536
0.315301
0.315066
0.314832
0.314598
0.314365
0.314132
0.3139
0.313668
0.313436
0.313205
0.312975
0.312744
0.312515
0.312285
0.312057
0.311828
0.3116
0.311373
0.311146
0.31092
0.310694
0.310468
0.310243
0.310019
0.309795
0.309572
0.309349
0.309126
0.308904
0.308683
0.308462
0.308242
0.308022
0.307803
0.307584
0.307366
0.307148
0.306931
0.306715
0.306499
0.306284
0.306069
0.305854
0.305641
0.305428
0.305215
0.305003
0.304792
0.304581
0.304371
0.304162
0.303953
0.303744
0.303537
0.30333
0.303123
0.302917
0.302712
0.302508
0.302304
0.3021
0.301898
0.301696
0.301494
0.301294
0.301094
0.300894
0.300696
0.300498
0.3003
0.300104
0.299908
0.299712
0.299518
0.299324
0.299131
0.298938
0.298746
0.298555
0.298365
0.298175
0.297986
0.297798
0.297611
0.297424
0.297238
0.297053
0.296868
0.296684
0.296501
0.296319
0.296138
0.295957
0.295777
0.295598
0.295419
0.295242
0.295065
0.294889
0.294714
0.294539
0.294366
0.294193
0.294021
0.293849
0.293679
0.293509
0.293341
0.293173
0.293005
0.292839
0.292674
0.292509
0.292345
0.292182
0.29202
0.291859
0.291699
0.291539
0.291381
0.291223
0.291066
0.29091
0.290755
0.290601
0.290447
0.290295
0.290143
0.289993
0.289843
0.289694
0.289546
0.289399
0.289253
0.289108
0.288963
0.28882
0.288678
0.288536
0.288396
0.288256
0.288117
0.28798
0.287843
0.287707
0.287572
0.287439
0.287306
0.287174
0.287043
0.286913
0.286784
0.286656
0.286529
0.286402
